transaction_id,user_id,timestamp,amount,transaction_type,merchant_category,merchant_id,city,device_id,status,receiver_id
TXN00037597,U02134,2026-03-10 20:34:00,261.59,P2P,P2P,,Delhi,D04205,SUCCESS,U03898
TXN00038704,U01368,2026-03-10 20:44:00,159.26,P2M,Fuel,M00211,Delhi,D04328,SUCCESS,M00211
TXN00048485,U00501,2026-03-10 20:44:00,122.67,P2P,P2P,,Pune,D03044,SUCCESS,U02731
TXN00029535,U00268,2026-03-10 20:46:00,134.9,P2M,Healthcare,M01384,Pune,D02067,SUCCESS,M01384
TXN00015247,U01438,2026-03-10 20:48:00,273.8,P2P,P2P,,Pune,D02520,SUCCESS,U03256
TXN00000584,U04511,2026-03-10 20:48:00,1380.35,P2M,Fuel,M00706,Hyderabad,D00373,SUCCESS,M00706
TXN00048785,U01799,2026-03-10 20:55:00,78.23,P2P,P2P,,Ahmedabad,D03455,SUCCESS,U02142
TXN00048450,U03813,2026-03-10 20:56:00,52.89,P2M,Entertainment,M00514,Hyderabad,D03092,SUCCESS,M00514
TXN00003603,U03397,2026-03-10 21:04:00,1144.06,P2M,Education,M00561,Mumbai,D02649,FAILED,M00561
TXN00003137,U02584,2026-03-10 21:06:00,449.81,P2M,Education,M01348,Chennai,D03105,SUCCESS,M01348
TXN00037396,U04778,2026-03-10 21:10:00,87.61,P2P,P2P,,Delhi,D00299,SUCCESS,U03774
TXN00034962,U01451,2026-03-10 21:20:00,209.18,P2M,Other,M00887,Bengaluru,D02390,SUCCESS,M00887
TXN00014742,U04589,2026-03-10 21:23:00,584.03,P2M,Utilities,M01046,Pune,D00921,SUCCESS,M01046
TXN00049326,U02861,2026-03-10 21:37:00,143.69,P2M,Education,M00335,Chennai,D00660,SUCCESS,M00335
TXN00005879,U03048,2026-03-10 21:38:00,100.0,P2P,P2P,,Bengaluru,D00285,SUCCESS,U02492
TXN00001747,U03029,2026-03-10 21:41:00,458.94,P2M,Travel,M00281,Chennai,D03373,SUCCESS,M00281
TXN00010518,U04596,2026-03-10 21:46:00,590.88,P2P,P2P,,Kolkata,D01238,FAILED,U01747
TXN00002648,U01219,2026-03-10 21:53:00,60.66,P2P,P2P,,Kolkata,D03955,SUCCESS,U03479
TXN00025178,U00124,2026-03-10 21:54:00,71.68,P2M,Shopping,M00444,Delhi,D00557,SUCCESS,M00444
TXN00013048,U01299,2026-03-10 21:58:00,289.25,P2M,Education,M01402,Delhi,D01111,SUCCESS,M01402
TXN00001891,U01190,2026-03-10 22:00:00,318.73,P2M,Food,M00206,Chennai,D02388,SUCCESS,M00206
TXN00033576,U04520,2026-03-10 22:03:00,291.65,P2M,Healthcare,M00108,Bengaluru,D00073,SUCCESS,M00108
TXN00035855,U01400,2026-03-10 22:06:00,306.7,P2P,P2P,,Kolkata,D02745,SUCCESS,U02729
TXN00014705,U02632,2026-03-10 22:08:00,55.11,P2M,Healthcare,M01128,Pune,D00712,SUCCESS,M01128
TXN00013049,U01294,2026-03-10 22:31:00,192.7,P2M,Grocery,M00163,Kolkata,D02874,SUCCESS,M00163
TXN00023493,U02096,2026-03-10 22:54:00,296.69,P2M,Education,M00032,Chennai,D03262,SUCCESS,M00032
TXN00021347,U03638,2026-03-10 23:20:00,154.05,P2M,Food,M00259,Mumbai,D03488,SUCCESS,M00259
TXN00000703,U02177,2026-03-10 23:28:00,110.09,P2M,Entertainment,M00317,Delhi,D02666,FAILED,M00317
TXN00037893,U04693,2026-03-10 23:29:00,48.6,P2M,Grocery,M00515,Hyderabad,D01242,SUCCESS,M00515
TXN00015979,U00626,2026-03-10 23:30:00,46.94,P2M,Entertainment,M00543,Pune,D00171,SUCCESS,M00543
TXN00012674,U00231,2026-03-10 23:33:00,173.03,P2M,Food,M00633,Ahmedabad,D03687,SUCCESS,M00633
TXN00022473,U02017,2026-03-10 23:57:00,177.88,P2M,Other,M01443,Bengaluru,D00515,SUCCESS,M01443
TXN00019889,U00930,2026-03-11 00:00:00,166.54,P2M,Education,M01402,Pune,D03233,PENDING,M01402
TXN00034201,U03947,2026-03-11 00:00:00,39.4,P2M,Utilities,M00010,Chennai,D01539,SUCCESS,M00010
TXN00005951,U04433,2026-03-11 00:03:00,225.0,P2P,P2P,,Bengaluru,D00907,SUCCESS,U01534
TXN00035377,U01529,2026-03-11 00:08:00,152.05,P2M,Fuel,M00578,Chennai,D01651,SUCCESS,M00578
TXN00028366,U04065,2026-03-11 00:09:00,117.76,P2P,P2P,,Kolkata,D00552,SUCCESS,U00100
TXN00002967,U01883,2026-03-11 00:14:00,270.33,P2P,P2P,,Mumbai,D02348,SUCCESS,U00185
TXN00018584,U03588,2026-03-11 00:18:00,169.37,P2M,Utilities,M00445,Mumbai,D00699,SUCCESS,M00445
TXN00018669,U02626,2026-03-11 00:22:00,595.73,P2P,P2P,,Hyderabad,D00256,SUCCESS,U04329
TXN00021845,U03671,2026-03-11 00:23:00,227.05,P2P,P2P,,Kolkata,D03421,SUCCESS,U02711
TXN00023351,U02795,2026-03-11 00:34:00,903.77,P2P,P2P,,Ahmedabad,D02469,SUCCESS,U00312
TXN00043234,U00951,2026-03-11 00:45:00,159.48,P2M,Healthcare,M00690,Bengaluru,D04384,SUCCESS,M00690
TXN00043411,U04328,2026-03-11 00:47:00,44.27,P2P,P2P,,Kolkata,D01943,SUCCESS,U03135
TXN00018451,U01834,2026-03-11 00:51:00,118.31,P2M,Food,M00591,Hyderabad,D04165,SUCCESS,M00591
TXN00027586,U02084,2026-03-11 01:04:00,566.76,P2P,P2P,,Kolkata,D03073,SUCCESS,U01675
TXN00011527,U01996,2026-03-11 01:08:00,256.35,P2M,Other,M00505,Mumbai,D00672,SUCCESS,M00505
TXN00018122,U03621,2026-03-11 01:10:00,174.96,P2M,Utilities,M00308,Kolkata,D00229,SUCCESS,M00308
TXN00012277,U02680,2026-03-11 01:12:00,166.8,P2M,Shopping,M00293,Ahmedabad,D00797,SUCCESS,M00293
TXN00013579,U04283,2026-03-11 01:22:00,41.94,P2P,P2P,,Mumbai,D00462,PENDING,U00699
TXN00049535,U00710,2026-03-11 01:29:00,211.6,P2P,P2P,,Hyderabad,D03681,SUCCESS,U00913
TXN00023179,U04545,2026-03-11 01:33:00,158.45,P2P,P2P,,Chennai,D02202,SUCCESS,U04045
TXN00030998,U02472,2026-03-11 01:38:00,183.5,P2M,Grocery,M00865,Kolkata,D02027,SUCCESS,M00865
TXN00030514,U01347,2026-03-11 01:44:00,105.48,P2P,P2P,,Hyderabad,D01124,SUCCESS,U03828
TXN00047470,U00010,2026-03-11 01:46:00,203.51,P2P,P2P,,Pune,D01806,PENDING,U02071
TXN00000282,U02382,2026-03-11 01:48:00,351.71,P2M,Travel,M01230,Chennai,D03378,FAILED,M01230
TXN00036371,U00328,2026-03-11 01:56:00,669.42,P2M,Healthcare,M00261,Bengaluru,D03967,SUCCESS,M00261
TXN00024424,U04228,2026-03-11 02:09:00,349.92,P2M,Travel,M01069,Ahmedabad,D01009,SUCCESS,M01069
TXN00020702,U03786,2026-03-11 02:10:00,68.91,P2M,Shopping,M01060,Pune,D03334,SUCCESS,M01060
TXN00002177,U01706,2026-03-11 02:14:00,51.08,P2M,Fuel,M00121,Mumbai,D02750,SUCCESS,M00121
TXN00031830,U04908,2026-03-11 02:16:00,153.52,P2P,P2P,,Chennai,D01752,SUCCESS,U04259
TXN00014451,U02190,2026-03-11 02:23:00,173.66,P2M,Fuel,M00283,Hyderabad,D01932,SUCCESS,M00283
TXN00038752,U03138,2026-03-11 02:25:00,315.2,P2M,Education,M00727,Delhi,D01076,SUCCESS,M00727
TXN00017296,U04494,2026-03-11 02:27:00,381.59,P2M,Other,M00575,Pune,D00715,SUCCESS,M00575
TXN00008064,U00239,2026-03-11 02:30:00,467.0,P2M,Shopping,M00818,Chennai,D01134,SUCCESS,M00818
TXN00024592,U03760,2026-03-11 02:33:00,210.09,P2M,Education,M00753,Pune,D02933,SUCCESS,M00753
TXN00029409,U02430,2026-03-11 02:33:00,222.27,P2M,Food,M01268,Bengaluru,D03997,SUCCESS,M01268
TXN00022329,U00034,2026-03-11 02:41:00,118.84,P2M,Food,M00140,Ahmedabad,D03109,SUCCESS,M00140
TXN00044729,U00827,2026-03-11 02:46:00,103.91,P2M,Entertainment,M01089,Kolkata,D01018,SUCCESS,M01089
TXN00029474,U02939,2026-03-11 03:14:00,513.71,P2M,Fuel,M00510,Chennai,D03433,SUCCESS,M00510
TXN00019067,U01056,2026-03-11 03:17:00,90.46,P2M,Healthcare,M01261,Mumbai,D03794,SUCCESS,M01261
TXN00045905,U03936,2026-03-11 03:18:00,533.7,P2M,Grocery,M00332,Hyderabad,D00070,SUCCESS,M00332
TXN00005222,U00929,2026-03-11 03:18:00,202.64,P2M,Education,M00660,Hyderabad,D00999,SUCCESS,M00660
TXN00038739,U02633,2026-03-11 03:28:00,237.1,P2M,Entertainment,M00093,Ahmedabad,D01947,SUCCESS,M00093
TXN00049636,U00804,2026-03-11 03:29:00,312.01,P2M,Shopping,M00476,Mumbai,D00607,SUCCESS,M00476
TXN00006344,U03764,2026-03-11 03:30:00,174.11,P2M,Shopping,M01103,Bengaluru,D03642,SUCCESS,M01103
TXN00011984,U00726,2026-03-11 03:36:00,155.12,P2P,P2P,,Kolkata,D02097,FAILED,U04415
TXN00022027,U02019,2026-03-11 03:40:00,81.07,P2M,Entertainment,M00514,Bengaluru,D00351,SUCCESS,M00514
TXN00010212,U04382,2026-03-11 03:46:00,282.07,P2M,Fuel,M01033,Delhi,D01967,SUCCESS,M01033
TXN00027058,U00179,2026-03-11 03:52:00,298.59,P2P,P2P,,Kolkata,D01583,SUCCESS,U02401
TXN00020523,U01887,2026-03-11 03:54:00,402.22,P2P,P2P,,Kolkata,D02939,SUCCESS,U02105
TXN00016952,U02075,2026-03-11 03:56:00,176.52,P2P,P2P,,Chennai,D00801,SUCCESS,U02929
TXN00014837,U02562,2026-03-11 04:00:00,251.0,P2M,Education,M01467,Kolkata,D02074,SUCCESS,M01467
TXN00014989,U01512,2026-03-11 04:20:00,413.08,P2P,P2P,,Chennai,D01907,SUCCESS,U03799
TXN00013227,U04219,2026-03-11 04:21:00,220.94,P2P,P2P,,Ahmedabad,D00948,SUCCESS,U02585
TXN00032676,U01455,2026-03-11 04:22:00,14.57,P2M,Healthcare,M00390,Ahmedabad,D01914,SUCCESS,M00390
TXN00033752,U02020,2026-03-11 04:24:00,936.32,P2P,P2P,,Bengaluru,D04243,SUCCESS,U02213
TXN00008509,U03828,2026-03-11 04:28:00,120.27,P2M,Entertainment,M01005,Chennai,D01577,SUCCESS,M01005
TXN00013115,U02357,2026-03-11 04:30:00,1954.1,P2M,Shopping,M00099,Ahmedabad,D04308,SUCCESS,M00099
TXN00039299,U01185,2026-03-11 04:34:00,197.12,P2M,Other,M01045,Chennai,D03528,SUCCESS,M01045
TXN00025705,U02430,2026-03-11 04:40:00,63.07,P2M,Entertainment,M00734,Bengaluru,D03997,SUCCESS,M00734
TXN00026039,U02643,2026-03-11 04:45:00,1963.55,P2M,Utilities,M00497,Hyderabad,D02682,SUCCESS,M00497
TXN00047008,U03353,2026-03-11 04:48:00,927.51,P2M,Travel,M00798,Delhi,D02883,SUCCESS,M00798
TXN00048608,U00296,2026-03-11 04:50:00,610.07,P2M,Other,M00623,Mumbai,D04275,SUCCESS,M00623
TXN00001174,U01126,2026-03-11 04:55:00,189.96,P2M,Food,M00457,Ahmedabad,D03555,SUCCESS,M00457
TXN00037886,U00098,2026-03-11 04:55:00,440.29,P2P,P2P,,Pune,D02780,SUCCESS,U04319
TXN00034181,U02937,2026-03-11 05:04:00,58.99,P2P,P2P,,Delhi,D00581,SUCCESS,U04841
TXN00044019,U03326,2026-03-11 05:05:00,202.85,P2M,Grocery,M00269,Delhi,D03346,SUCCESS,M00269
TXN00003086,U04394,2026-03-11 05:05:00,260.73,P2M,Education,M00981,Mumbai,D04289,SUCCESS,M00981
TXN00021547,U04427,2026-03-11 05:10:00,687.53,P2P,P2P,,Mumbai,D04395,FAILED,U03098
TXN00044722,U03155,2026-03-11 05:15:00,115.98,P2P,P2P,,Kolkata,D03843,SUCCESS,U03107
TXN00010360,U01824,2026-03-11 05:19:00,222.32,P2M,Entertainment,M01247,Pune,D01926,SUCCESS,M01247
TXN00007700,U00904,2026-03-11 05:23:00,412.86,P2M,Healthcare,M00156,Ahmedabad,D02176,FAILED,M00156
TXN00002500,U03557,2026-03-11 05:34:00,267.48,P2M,Fuel,M00376,Ahmedabad,D00827,SUCCESS,M00376
TXN00022644,U03592,2026-03-11 05:35:00,84.41,P2M,Education,M00894,Pune,D01870,SUCCESS,M00894
TXN00001788,U03429,2026-03-11 05:54:00,105.71,P2M,Other,M01227,Mumbai,D03827,SUCCESS,M01227
TXN00012474,U01396,2026-03-11 05:57:00,228.6,P2M,Shopping,M00948,Ahmedabad,D02841,SUCCESS,M00948
TXN00046389,U00213,2026-03-11 05:58:00,106.58,P2P,P2P,,Bengaluru,D01632,SUCCESS,U00186
TXN00038505,U04210,2026-03-11 05:58:00,115.05,P2P,P2P,,Delhi,D02854,SUCCESS,U03580
TXN00041914,U01265,2026-03-11 06:07:00,173.46,P2M,Healthcare,M00127,Mumbai,D01533,SUCCESS,M00127
TXN00027949,U04169,2026-03-11 06:18:00,19.49,P2P,P2P,,Bengaluru,D03986,FAILED,U02082
TXN00002762,U03133,2026-03-11 06:35:00,101.12,P2M,Utilities,M01414,Delhi,D01785,SUCCESS,M01414
TXN00007653,U00303,2026-03-11 06:42:00,189.83,P2P,P2P,,Ahmedabad,D03105,SUCCESS,U01255
TXN00002214,U04179,2026-03-11 06:42:00,136.42,P2M,Other,M00604,Pune,D01022,SUCCESS,M00604
TXN00044814,U02942,2026-03-11 06:43:00,143.52,P2P,P2P,,Chennai,D01866,SUCCESS,U03409
TXN00014419,U04005,2026-03-11 06:46:00,457.16,P2M,Shopping,M00037,Hyderabad,D00547,SUCCESS,M00037
TXN00029416,U04702,2026-03-11 06:51:00,37.33,P2M,Healthcare,M01366,Pune,D01959,SUCCESS,M01366
TXN00047420,U04991,2026-03-11 06:57:00,50.43,P2M,Travel,M01381,Mumbai,D03252,SUCCESS,M01381
TXN00036748,U00486,2026-03-11 07:09:00,308.11,P2M,Fuel,M00258,Mumbai,D03404,SUCCESS,M00258
TXN00039617,U04979,2026-03-11 07:10:00,10.69,P2P,P2P,,Hyderabad,D03466,PENDING,U02710
TXN00013010,U04175,2026-03-11 07:18:00,149.71,P2P,P2P,,Hyderabad,D03349,SUCCESS,U01381
TXN00007027,U00529,2026-03-11 07:22:00,260.84,P2M,Grocery,M00472,Bengaluru,D00563,SUCCESS,M00472
TXN00027954,U00810,2026-03-11 07:23:00,277.95,P2M,Education,M00811,Mumbai,D01427,SUCCESS,M00811
TXN00011458,U00508,2026-03-11 07:26:00,405.34,P2M,Grocery,M01050,Kolkata,D00305,SUCCESS,M01050
TXN00030406,U02717,2026-03-11 07:49:00,455.07,P2M,Travel,M01404,Ahmedabad,D04353,SUCCESS,M01404
TXN00001324,U04369,2026-03-11 07:49:00,302.94,P2P,P2P,,Mumbai,D01036,SUCCESS,U02400
TXN00049707,U02444,2026-03-11 07:55:00,257.78,P2M,Entertainment,M00359,Bengaluru,D03063,SUCCESS,M00359
TXN00034226,U01765,2026-03-11 07:56:00,547.98,P2M,Healthcare,M00892,Pune,D00828,SUCCESS,M00892
TXN00031230,U00911,2026-03-11 08:06:00,329.14,P2M,Food,M01447,Chennai,D03431,SUCCESS,M01447
TXN00016879,U04642,2026-03-11 08:10:00,645.51,P2P,P2P,,Mumbai,D00648,SUCCESS,U02254
TXN00042271,U01488,2026-03-11 08:12:00,82.71,P2M,Utilities,M00316,Mumbai,D03549,SUCCESS,M00316
TXN00041830,U01527,2026-03-11 08:15:00,118.69,P2M,Other,M00438,Kolkata,D04313,SUCCESS,M00438
TXN00037909,U03917,2026-03-11 08:16:00,353.71,P2M,Fuel,M01033,Hyderabad,D03491,SUCCESS,M01033
TXN00037376,U02570,2026-03-11 08:18:00,212.04,P2M,Entertainment,M00317,Bengaluru,D04484,SUCCESS,M00317
TXN00022193,U03455,2026-03-11 08:34:00,259.03,P2M,Other,M00179,Kolkata,D02318,SUCCESS,M00179
TXN00001977,U04838,2026-03-11 08:38:00,520.87,P2P,P2P,,Delhi,D03133,SUCCESS,U00831
TXN00002349,U03698,2026-03-11 08:43:00,361.21,P2M,Food,M00047,Hyderabad,D00198,SUCCESS,M00047
TXN00009001,U01677,2026-03-11 08:44:00,383.98,P2M,Entertainment,M00723,Mumbai,D00070,SUCCESS,M00723
TXN00002766,U01397,2026-03-11 08:44:00,402.34,P2M,Fuel,M01267,Hyderabad,D01368,SUCCESS,M01267
TXN00042147,U04059,2026-03-11 09:00:00,200.07,P2P,P2P,,Mumbai,D00123,SUCCESS,U04514
TXN00015545,U03939,2026-03-11 09:01:00,102.9,P2M,Food,M00886,Pune,D00098,SUCCESS,M00886
TXN00026413,U01728,2026-03-11 09:08:00,234.88,P2M,Healthcare,M01057,Mumbai,D01298,SUCCESS,M01057
TXN00003673,U01202,2026-03-11 09:11:00,75.83,P2M,Grocery,M00346,Hyderabad,D01263,SUCCESS,M00346
TXN00046911,U04342,2026-03-11 09:13:00,412.54,P2P,P2P,,Chennai,D04190,SUCCESS,U01202
TXN00042568,U00382,2026-03-11 09:23:00,94.68,P2M,Shopping,M00132,Kolkata,D01436,SUCCESS,M00132
TXN00043419,U01522,2026-03-11 09:24:00,185.82,P2P,P2P,,Bengaluru,D04033,SUCCESS,U02657
TXN00019358,U01905,2026-03-11 09:24:00,138.15,P2M,Shopping,M01208,Mumbai,D01319,SUCCESS,M01208
TXN00036033,U03696,2026-03-11 09:26:00,188.13,P2M,Education,M01037,Kolkata,D02785,SUCCESS,M01037
TXN00016271,U03601,2026-03-11 09:28:00,189.6,P2M,Education,M00504,Pune,D01347,SUCCESS,M00504
TXN00007691,U03506,2026-03-11 09:28:00,283.79,P2P,P2P,,Kolkata,D00048,FAILED,U03515
TXN00045484,U00481,2026-03-11 09:32:00,62.47,P2M,Shopping,M01472,Mumbai,D00796,SUCCESS,M01472
TXN00008307,U02686,2026-03-11 09:36:00,59.71,P2P,P2P,,Mumbai,D02707,SUCCESS,U00111
TXN00003449,U04287,2026-03-11 09:36:00,144.09,P2M,Other,M00887,Chennai,D03554,SUCCESS,M00887
TXN00021924,U03628,2026-03-11 09:37:00,277.86,P2M,Shopping,M01012,Ahmedabad,D02441,SUCCESS,M01012
TXN00022630,U01078,2026-03-11 09:38:00,213.44,P2M,Entertainment,M00864,Hyderabad,D02947,SUCCESS,M00864
TXN00040676,U02394,2026-03-11 09:41:00,530.1,P2P,P2P,,Chennai,D00178,SUCCESS,U01731
TXN00012848,U01814,2026-03-11 09:42:00,74.08,P2M,Other,M00337,Bengaluru,D03948,PENDING,M00337
TXN00042384,U04691,2026-03-11 09:47:00,103.43,P2P,P2P,,Pune,D03908,SUCCESS,U01435
TXN00048552,U02086,2026-03-11 10:02:00,113.56,P2M,Shopping,M01373,Pune,D02968,SUCCESS,M01373
TXN00044927,U03728,2026-03-11 10:03:00,370.88,P2P,P2P,,Bengaluru,D01167,SUCCESS,U01792
TXN00030823,U02418,2026-03-11 10:05:00,441.0,P2P,P2P,,Kolkata,D03219,SUCCESS,U00583
TXN00000906,U04428,2026-03-11 10:05:00,208.4,P2M,Entertainment,M01456,Hyderabad,D00891,SUCCESS,M01456
TXN00044164,U00257,2026-03-11 10:25:00,172.93,P2P,P2P,,Mumbai,D03829,SUCCESS,U01930
TXN00031784,U01168,2026-03-11 10:27:00,144.27,P2M,Other,M00994,Delhi,D01989,SUCCESS,M00994
TXN00049854,U04892,2026-03-11 10:31:00,499.11,P2P,P2P,,Bengaluru,D02892,SUCCESS,U03263
TXN00017193,U02941,2026-03-11 10:34:00,287.95,P2P,P2P,,Bengaluru,D00903,SUCCESS,U02480
TXN00000110,U01143,2026-03-11 10:36:00,188.05,P2M,Other,M01295,Chennai,D03250,SUCCESS,M01295
TXN00014338,U02976,2026-03-11 10:41:00,128.56,P2M,Food,M00140,Ahmedabad,D01971,SUCCESS,M00140
TXN00000014,U00128,2026-03-11 10:44:00,39.4,P2P,P2P,,Pune,D04283,SUCCESS,U01688
TXN00000849,U02019,2026-03-11 10:45:00,116.5,P2M,Fuel,M01423,Bengaluru,D00351,SUCCESS,M01423
TXN00039030,U01946,2026-03-11 10:46:00,80.47,P2M,Travel,M01334,Hyderabad,D03340,SUCCESS,M01334
TXN00001193,U03546,2026-03-11 10:48:00,120.16,P2M,Shopping,M00132,Ahmedabad,D02817,SUCCESS,M00132
TXN00035049,U03547,2026-03-11 10:49:00,162.99,P2P,P2P,,Ahmedabad,D01902,SUCCESS,U01509
TXN00045155,U00306,2026-03-11 10:52:00,63.8,P2M,Utilities,M00478,Mumbai,D03995,SUCCESS,M00478
TXN00016007,U04808,2026-03-11 10:53:00,132.77,P2P,P2P,,Bengaluru,D03847,SUCCESS,U01183
TXN00006675,U00309,2026-03-11 11:04:00,443.92,P2P,P2P,,Hyderabad,D02264,SUCCESS,U00159
TXN00014665,U00909,2026-03-11 11:05:00,404.89,P2M,Healthcare,M01270,Delhi,D01563,SUCCESS,M01270
TXN00017321,U04626,2026-03-11 11:19:00,156.83,P2M,Healthcare,M01384,Mumbai,D02969,SUCCESS,M01384
TXN00038516,U04789,2026-03-11 11:25:00,102.09,P2M,Food,M01294,Pune,D02882,PENDING,M01294
TXN00002568,U03291,2026-03-11 11:35:00,348.44,P2M,Utilities,M00903,Ahmedabad,D01211,SUCCESS,M00903
TXN00049612,U02464,2026-03-11 11:46:00,115.5,P2M,Utilities,M01330,Delhi,D00157,SUCCESS,M01330
TXN00038407,U02891,2026-03-11 11:48:00,461.67,P2M,Food,M00886,Delhi,D04073,SUCCESS,M00886
TXN00046688,U02738,2026-03-11 11:51:00,478.02,P2M,Shopping,M00803,Mumbai,D02364,SUCCESS,M00803
TXN00033772,U01586,2026-03-11 11:55:00,247.44,P2P,P2P,,Chennai,D00032,SUCCESS,U02698
TXN00024375,U02944,2026-03-11 12:08:00,37.79,P2M,Food,M01201,Pune,D01639,SUCCESS,M01201
TXN00003085,U00289,2026-03-11 12:09:00,171.06,P2M,Grocery,M00685,Mumbai,D03036,SUCCESS,M00685
TXN00043483,U03984,2026-03-11 12:15:00,173.11,P2M,Food,M01112,Pune,D03890,SUCCESS,M01112
TXN00033903,U01893,2026-03-11 12:34:00,58.23,P2M,Grocery,M00870,Pune,D02562,SUCCESS,M00870
TXN00039461,U01635,2026-03-11 12:49:00,84.07,P2M,Fuel,M01004,Hyderabad,D03302,SUCCESS,M01004
TXN00034123,U02219,2026-03-11 12:49:00,411.97,P2P,P2P,,Chennai,D01870,SUCCESS,U00913
TXN00030020,U00385,2026-03-11 12:51:00,126.2,P2P,P2P,,Mumbai,D03571,SUCCESS,U01868
TXN00018344,U04085,2026-03-11 12:54:00,607.77,P2P,P2P,,Bengaluru,D01243,SUCCESS,U00596
TXN00033240,U02628,2026-03-11 12:56:00,58.97,P2P,P2P,,Mumbai,D03192,SUCCESS,U03666
TXN00047232,U00662,2026-03-11 12:58:00,201.51,P2M,Fuel,M00695,Chennai,D00691,SUCCESS,M00695
TXN00014088,U01949,2026-03-11 13:01:00,68.14,P2M,Food,M00457,Chennai,D00139,PENDING,M00457
TXN00015235,U04968,2026-03-11 13:02:00,414.95,P2P,P2P,,Bengaluru,D03836,SUCCESS,U00712
TXN00000136,U01210,2026-03-11 13:04:00,748.03,P2M,Fuel,M01138,Mumbai,D00363,SUCCESS,M01138
TXN00029506,U01686,2026-03-11 13:07:00,270.04,P2M,Fuel,M01099,Chennai,D02316,SUCCESS,M01099
TXN00029109,U03876,2026-03-11 13:10:00,1013.51,P2M,Entertainment,M00577,Mumbai,D02145,SUCCESS,M00577
TXN00010161,U04189,2026-03-11 13:19:00,56.31,P2M,Utilities,M00618,Hyderabad,D03981,SUCCESS,M00618
TXN00041304,U01158,2026-03-11 13:21:00,586.03,P2M,Grocery,M00584,Chennai,D02210,SUCCESS,M00584
TXN00007890,U01272,2026-03-11 13:31:00,159.51,P2M,Utilities,M01082,Ahmedabad,D03405,SUCCESS,M01082
TXN00013759,U03568,2026-03-11 13:41:00,368.92,P2M,Education,M00856,Ahmedabad,D02113,SUCCESS,M00856
TXN00048185,U03923,2026-03-11 13:42:00,115.6,P2P,P2P,,Mumbai,D03619,SUCCESS,U03237
TXN00032429,U03657,2026-03-11 13:43:00,137.23,P2P,P2P,,Pune,D00904,SUCCESS,U02638
TXN00042596,U02168,2026-03-11 13:44:00,192.2,P2M,Fuel,M01473,Kolkata,D04307,SUCCESS,M01473
TXN00014540,U01434,2026-03-11 13:48:00,68.42,P2M,Food,M00216,Kolkata,D03360,SUCCESS,M00216
TXN00001704,U03535,2026-03-11 13:52:00,514.53,P2M,Food,M01177,Pune,D03983,SUCCESS,M01177
TXN00017651,U04164,2026-03-11 13:56:00,126.12,P2P,P2P,,Delhi,D03423,SUCCESS,U04896
TXN00007159,U02175,2026-03-11 14:05:00,96.9,P2M,Other,M00276,Kolkata,D00097,SUCCESS,M00276
TXN00018077,U00512,2026-03-11 14:13:00,101.15,P2M,Food,M01362,Mumbai,D03184,SUCCESS,M01362
TXN00042422,U02160,2026-03-11 14:15:00,358.69,P2M,Food,M00047,Delhi,D00643,SUCCESS,M00047
TXN00036276,U03328,2026-03-11 14:21:00,38.2,P2M,Travel,M00185,Ahmedabad,D04371,SUCCESS,M00185
TXN00004698,U04271,2026-03-11 14:43:00,590.92,P2P,P2P,,Bengaluru,D04490,PENDING,U02862
TXN00013443,U03081,2026-03-11 14:43:00,211.26,P2M,Travel,M00872,Pune,D03651,SUCCESS,M00872
TXN00007505,U03650,2026-03-11 14:55:00,113.61,P2M,Shopping,M00751,Mumbai,D04144,SUCCESS,M00751
TXN00021708,U04074,2026-03-11 15:03:00,270.86,P2P,P2P,,Delhi,D02746,SUCCESS,U00675
TXN00016272,U00532,2026-03-11 15:03:00,238.51,P2M,Shopping,M00704,Kolkata,D00024,SUCCESS,M00704
TXN00016161,U03525,2026-03-11 15:04:00,148.51,P2P,P2P,,Mumbai,D03648,SUCCESS,U01202
TXN00019867,U02586,2026-03-11 15:09:00,181.34,P2M,Utilities,M01081,Delhi,D02399,SUCCESS,M01081
TXN00022171,U01171,2026-03-11 15:16:00,70.31,P2M,Grocery,M00184,Hyderabad,D02467,PENDING,M00184
TXN00012669,U03644,2026-03-11 15:19:00,307.02,P2M,Grocery,M01343,Chennai,D04312,SUCCESS,M01343
TXN00002972,U00398,2026-03-11 15:20:00,188.98,P2P,P2P,,Ahmedabad,D03386,SUCCESS,U02171
TXN00016223,U04899,2026-03-11 15:23:00,226.85,P2M,Education,M00838,Kolkata,D00940,SUCCESS,M00838
TXN00046557,U01428,2026-03-11 15:30:00,183.31,P2P,P2P,,Chennai,D01644,SUCCESS,U01275
TXN00000739,U00732,2026-03-11 15:31:00,825.22,P2P,P2P,,Pune,D03745,SUCCESS,U03299
TXN00007725,U04249,2026-03-11 15:41:00,805.63,P2M,Grocery,M01108,Ahmedabad,D02589,SUCCESS,M01108
TXN00038204,U00719,2026-03-11 15:42:00,122.24,P2M,Utilities,M00299,Kolkata,D02611,SUCCESS,M00299
TXN00027550,U01988,2026-03-11 15:45:00,69.87,P2M,Food,M01201,Kolkata,D02566,SUCCESS,M01201
TXN00014697,U02163,2026-03-11 15:51:00,253.61,P2P,P2P,,Chennai,D02584,SUCCESS,U04029
TXN00005714,U01192,2026-03-11 15:55:00,281.0,P2M,Shopping,M01151,Chennai,D03081,SUCCESS,M01151
TXN00040382,U00725,2026-03-11 15:57:00,107.05,P2P,P2P,,Kolkata,D00650,FAILED,U01258
